가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
75,7623500290127,츄리)프라이빗넘버2,미출력,담배,수입담배,기타수입담배
76,82011789,레종블루,미출력,담배,국산담배,KTG일반담배
77,850014912789,집랩스)일회용ZSTICK(민트),미출력,담배,전자담배디바이스,액상형전자담배
78,850014912796,집랩스)일회용ZSTICK(스피어민트),미출력,담배,전자담배디바이스,액상형전자담배
79,850014912871,집랩스)일회용ZSTICK(아이스블루베리),미출력,담배,전자담배디바이스,액상형전자담배
80,850014912895,집랩스)일회용ZSTICK(아이스망고),미출력,담배,전자담배디바이스,액상형전자담배
81,850023554178,집랩스)일회용ZSTICK(아이스콜라),미출력,담배,전자담배디바이스,액상형전자담배
82,850026145465,집랩스)일회용ZSTICK(스트로베리레몬),미출력,담배,전자담배디바이스,액상형전자담배
83,8720400074389,츄리)코로나디럭스,미출력,담배,수입담배,기타수입담배
84,88003429,K)심플클래식,미출력,담배,국산담배,KTG일반담배
85,88003467,레종그린,미출력,담배,국산담배,KTG일반담배
86,88003542,K)한라산,미출력,담배,국산담배,KTG일반담배
87,88003696,K)라일락,미출력,담배,국산담배,KTG일반담배
88,88006604,K)디스플러스,미출력,담배,국산담배,KTG일반담배
89,88006611,K)디스,미출력,담배,국산담배,KTG일반담배
90,88006642,K)에쎄클래식,미출력,담배,국산담배,KTG일반담배
91,88009681,K)타임,미출력,담배,국산담배,KTG일반담배
92,88011073,K)허밍타임,미출력,담배,국산담배,KTG일반담배
93,88011158,25K)시즌,미출력,담배,국산담배,KTG일반담배
94,8801116000067,디스플러스보루,미출력,담배,국산담배,KTG일반담배
95,8801116000197,라일락보루,미출력,담배,국산담배,KTG일반담배
96,8801116000449,더원그린보루,미출력,담배,국산담배,KTG일반담배
97,8801116000456,21K)더원블루1m,미출력,담배,국산담배,KTG일반담배
98,8801116000463,더원블루1m보루,미출력,담배,국산담배,KTG일반담배
99,8801116000593,27K)에쎄스페셜골드3.5mg,미출력,담배,국산담배,KTG일반담배
100,8801116000609,에쎄스페셜골드3.5mg보루,미출력,담배,국산담배,KTG일반담배
