가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
68,1500000129064,아임이)땅콩카라멜콘120g(12)(수출),미출력,과자,스낵,옥수수스낵
69,1500000129095,아임이)꼬-옥끼오계란과자나왔네!170g(수출),미출력,과자,스낵,전통스낵
70,1500000129125,아임이)담백한통감자120g(수출),미출력,과자,스낵,감자스낵
71,1500000129149,아임이)더블치즈팝콘75g(10)(수출),미출력,과자,스낵,옥수수스낵
72,1500000129156,아임이)또!또!또!멈출수없는체다치즈볼(수출),미출력,과자,스낵,옥수수스낵
73,1500000129163,아임이)샤르르고르곤졸라치즈소프트콘(수출),미출력,과자,스낵,옥수수스낵
74,1500000129217,아임이)신당동원조쌀떡볶이스낵185g(8)(수출),미출력,과자,스낵,일반스낵
75,1500000129224,아임이)빠다쿠키110g(수출),미출력,과자,쿠키파이,쿠키
76,1500000129231,"아임이)진지한풍미,빠다팝콘90g(수출)",미출력,과자,스낵,옥수수스낵
77,1500000130404,간식구독서비스,미출력,과자,스낵,일반스낵
78,1500000130763,아임이)왕소라형과자190g (12)(수출),미출력,과자,스낵,전통스낵
79,1500000130770,아임이)고구마형과자180g(12)(수출),미출력,과자,스낵,전통스낵
80,1500000130787,아임이)나쵸큐브콤보93g(치즈소스)(W)(수출),미출력,과자,스낵,옥수수스낵
81,1500000130817,아임이)인절미스낵145g(12)(수출),미출력,과자,스낵,전통스낵
82,1500000130824,아임이)이천쌀로만든미니약과450g(중)(6)(수출),미출력,과자,스낵,전통스낵
83,1500000130831,아임이)이천쌀미니약과80g(수출),미출력,과자,스낵,전통스낵
84,1500000156497,춘식이)미니캐리어파티팩빼빼로3입세트(APP예약),미출력,과자,쿠키파이,비스켓행사(빼빼로)
85,1500000196400,트릭컬)디오라마아크릴스탠드세트8갑(APP),미출력,과자,쿠키파이,비스켓행사(빼빼로)
86,1500000196417,트릭컬)랜티큘러카드세트(레드)4갑(APP),미출력,과자,쿠키파이,비스켓행사(빼빼로)
87,1500000196424,트릭컬)랜티큘러카드세트(옐로우)4갑(APP),미출력,과자,쿠키파이,비스켓행사(빼빼로)
88,1500000196431,트릭컬)홀로그램키링세트(그린)5갑(APP),미출력,과자,쿠키파이,비스켓행사(빼빼로)
89,1500000196448,트릭컬)홀로그램키링세트(오렌지)5갑(APP),미출력,과자,쿠키파이,비스켓행사(빼빼로)
90,1500000201777,수출_옐로우)버터솔트팝콘80g,미출력,과자,스낵,옥수수스낵
91,1500000201807,수출_옐로우)양념치킨맛팝콘60g,미출력,과자,스낵,옥수수스낵
92,1500000201883,수출_옐로우)더블치즈팝콘75g,미출력,과자,스낵,옥수수스낵
