base_date,predict_date,plu_code,product_name,product_category,predicted_sales_qty,recent7_mean,guardrailed_predicted_sales_qty,recommended_order_qty
2025-02-28,2025-03-01,6921211116660.0,츄파춥스)사워크롤러60g,캔디/초콜릿,5.453954906204904,3.0,3.5999999999999996,4
2025-02-28,2025-03-01,8801094253103.0,코카)암바사캔345ml,음료,13.950266495222584,7.428571428571429,8.914285714285715,10
2025-02-28,2025-03-01,8801105916706.0,해태)봉봉복숭아제로아이스티500ml,음료,7.017073709373617,2.857142857142857,3.4285714285714284,4
2025-02-28,2025-03-01,8801116034192.0,K)에쎄체인지쿨립스1mg,담배,4.012879413008662,4.0,4.005151765203465,5
2025-02-28,2025-03-01,8801123311064.0,롯데)의성마늘닭가슴살프랑크65g,간편식품,39.170636002886006,32.142857142857146,34.95396868686869,37
2025-02-28,2025-03-01,8801382148951.0,아임이)신선함을그대로복숭아500ml,음료,7.515313866013234,4.428571428571429,5.314285714285714,6
2025-02-28,2025-03-01,8809605750578.0,레트로)돌아온꺼벙이48g,과자,3.246151211361738,2.0,2.4,3
2025-03-31,2025-04-01,8800244140379.0,아임이)온숲제로샤인머스캣에이드340ml,음료,5.933103871790406,2.142857142857143,2.571428571428571,3
2025-03-31,2025-04-01,8801068408607.0,삼립)스테이크에그디럭스버거2편(중단),조리빵,7.721376623376625,1.2857142857142858,1.542857142857143,2
2025-03-31,2025-04-01,8801068913712.0,삼립)뉴빅케이준치킨햄샌드위치2편(중단),조리빵,35.72543345543346,18.0,21.599999999999998,23
2025-03-31,2025-04-01,8801068917383.0,삼립)빅더블치즈버거2편(중단),조리빵,23.818463203463203,11.142857142857142,13.37142857142857,15
2025-03-31,2025-04-01,8801073211032.0,삼양)불닭볶음탕면큰컵,가공식품,15.80466514041514,6.714285714285714,8.057142857142857,9
2025-03-31,2025-04-01,8801074008051.0,한성)고추장직화구이핫바70g,간편식품,23.66756746031746,15.714285714285714,18.857142857142854,20
2025-03-31,2025-04-01,8801097280014.0,동아)오로나민C병120ml,음료,6.149771020711856,3.4285714285714284,4.114285714285714,5
2025-03-31,2025-04-01,8801105916713.0,해태)봉봉자몽제로아이스티500ml,음료,12.609352453102453,1.2857142857142858,1.542857142857143,2
2025-03-31,2025-04-01,8801121106792.0,매일)바리스타에스프레소라떼컵250ml,유제품,6.409511405261404,5.571428571428571,5.906661704961705,7
2025-03-31,2025-04-01,8801121755679.0,매일)바리스타카라멜딥프레소컵250ml,유제품,3.161303890553889,1.8571428571428568,2.228571428571428,3
2025-03-31,2025-04-01,8801121761823.0,매일)바리스타로어슈거에스프레소컵250ml,유제품,3.7389745254745246,1.7142857142857142,2.057142857142857,3
2025-03-31,2025-04-01,8801155741877.0,덴마크)드링킹요구르트복숭아275ml,유제품,4.486872719842546,5.428571428571429,5.051891945079876,6
2025-03-31,2025-04-01,8805684003680.0,MDS)젤리블리애플망고60g,간편식품,5.125616721568261,3.0,3.5999999999999996,4
2025-03-31,2025-04-01,8809813750346.0,더본)백종원의빽쿡고기짬뽕(큰컵),가공식품,11.79782216028206,7.142857142857143,8.571428571428571,9
2025-03-31,2025-04-01,8809962582348.0,대정)빅햄볶음김치김밥2편,밥류,8.207986513486517,2.2857142857142856,2.7428571428571424,3
2025-04-30,2025-05-01,8801094062675.0,코카)콜라제로레몬펫500ml,음료,3.844487270259431,4.142857142857143,4.023509193818058,5
2025-04-30,2025-05-01,8801111907934.0,크라운)새콤달콤레몬,캔디/초콜릿,1.2656504329004328,5.714285714285714,3.9348316017316014,5
2025-04-30,2025-05-01,8801155741822.0,덴마크)드링킹요구르트딸기275ml,유제품,2.538985489025811,9.428571428571429,6.672737052753182,8
2025-04-30,2025-05-01,8801155741846.0,덴마크)드링킹요구르트베리믹스275ml,유제품,1.9303541406993407,8.142857142857142,5.657855941994022,6
2025-05-07,2025-05-08,8801111185066.0,크라운)못말리는신짱120g(16),과자,1.203692999557737,1.5714285714285714,1.4243343426802377,2
2025-05-07,2025-05-08,8809695252976.0,편슐랭)레알라면큰컵,가공식품,2.150047252185697,12.857142857142858,8.574304615159994,10
2025-05-09,2025-05-10,8801074254052.0,한성)배즙숙성숯불구이맛후랑크바,간편식품,3.3843186880828813,15.428571428571429,10.61087033237601,12
2025-05-12,2025-05-13,8809650793346.0,대정)빅통살치킨버거2편,조리빵,1.348754783526297,7.857142857142857,5.253787627696232,6
2025-05-15,2025-05-16,4897036692424.0,코카)몬스터에너지파이프라인펀치캔355ml,음료,2.1863827151905757,11.428571428571429,7.731695943219087,9
2025-05-15,2025-05-16,8800244140119.0,아임이)아메리카노스위트340ml,음료,1.3113465403749145,7.857142857142857,5.238824330435679,6
2025-05-20,2025-05-21,8801056038861.0,롯데)핫식스캔250ml,음료,1.9996672381512883,3.4285714285714284,2.857009752403372,3
2025-05-20,2025-05-21,8801104307192.0,빙그레)초코타임500ml,유제품,1.998716687910884,2.0,1.9994866751643536,3
2025-05-20,2025-05-21,8809650793124.0,대정)통스팸마요&김치반반김밥,밥류,1.0228038343163108,2.2857142857142856,1.7805501051550956,2
2025-05-28,2025-05-29,8801043066556.0,농심)멸치칼국수큰사발,가공식품,1.8457398637365696,1.8571428571428568,1.852581659780342,2
2025-05-28,2025-05-29,8808024030759.0,쟈뎅)까페리얼빅블루레몬에이드320ml,음료,1.2719479179750175,2.571428571428572,2.05163631004715,3
2025-05-28,2025-05-29,8809650799881.0,대정)돈까스&김치볶음김밥,밥류,1.4501093990475875,2.0,1.7800437596190348,2
2025-05-29,2025-05-30,9557062361354.0,아임이)자색고구마칩110g(S),과자,4.086007391309408,3.7142857142857135,3.8629743850951916,5
2025-05-30,2025-05-31,8806002023205.0,광동)썬키스트레몬에이드펫500ml,음료,7.076154399964639,6.0,6.430461759985855,7
2025-06-13,2025-06-14,8809650793599.0,대정)숯불맛소불고기김밥,밥류,1.3578175126281282,2.2857142857142856,1.9145555764798226,3
2025-06-15,2025-06-16,8801077285800.0,진주햄)천하장사50g,간편식품,3.00229437725376,1.8571428571428568,2.228571428571428,3
2025-06-15,2025-06-16,8801094202606.0,코카)스프라이트펫500ml,음료,2.371201129662681,2.571428571428572,2.4913375947222156,3
2025-06-15,2025-06-16,8801117286705.0,오리온)스윙칩갈릭디핑소스맛60g(12),과자,2.44707285832651,2.0,2.1788291433306037,3
2025-06-15,2025-06-16,8802567012555.0,일회용)종이컵180ml*50입,생활잡화,2.0510210746122293,3.0,2.6204084298448915,3
2025-06-15,2025-06-16,8809720820408.0,에이스)추억의도나스70g,빵/디저트,3.688394063546546,1.0,1.2,2
2025-06-16,2025-06-17,8801043006538.0,농심)누들핏김치사발면맛(소컵),가공식품,2.574635919136185,1.7142857142857142,2.057142857142857,3
2025-06-17,2025-06-18,8801128503488.0,팔도)짬뽕왕뚜껑,가공식품,2.0623236037120964,2.4285714285714284,2.282072298627696,3
2025-06-17,2025-06-18,8805684006988.0,MDS)젤리블리납작복숭아60g,간편식품,1.4642212248644422,1.2857142857142858,1.3571170613743484,2
2025-06-17,2025-06-18,8809962581839.0,대정)고소한참치마요김밥,밥류,1.8605903469761,3.142857142857143,2.6299504245047256,3
2025-06-19,2025-06-20,8806002023991.0,광동)비타500제로스파클링병150ml,음료,1.5627515797255425,4.714285714285714,3.4536720604616455,4
2025-06-20,2025-06-21,8809650794008.0,대정)베이컨참치마요김밥,밥류,1.1592469399182324,1.1428571428571428,1.1494130616815785,2
2025-06-21,2025-06-22,8801007065946.0,CJ)얼큰우동한그릇용기면221g,간편식품,1.5387058729128322,2.4285714285714284,2.0726252063079897,3
2025-06-22,2025-06-23,8804348200328.0,아임이)다회용스푼10입,생활잡화,1.8064523990423067,1.5714285714285714,1.6654381024740657,2
2025-06-23,2025-06-24,4001686381328.0,하리보)자몽100g,캔디/초콜릿,2.266094483879299,2.4285714285714284,2.3635806506945767,3
2025-06-26,2025-06-27,8801043006460.0,농심)누들핏육개장사발면맛(소컵),가공식품,3.3180031442095497,2.0,2.4,3
2025-06-30,2025-07-01,88006604.0,K)디스플러스,담배,6.756010989010989,1.2857142857142858,1.542857142857143,2
2025-07-31,2025-08-01,8801068376999.0,삼립)미각제빵소초코왕소라빵80g,빵/디저트,9.346483082711616,2.142857142857143,2.571428571428571,3
2025-07-31,2025-08-01,8801068913743.0,삼립)프리미엄햄에그샌드(중단),조리빵,3.663333141046988,1.2857142857142858,1.542857142857143,2
2025-07-31,2025-08-01,8806011435679.0,동아)박카스맛젤리신맛50g,캔디/초콜릿,10.568255306793477,2.0,2.4,3
2025-07-31,2025-08-01,8809019594058.0,롯데)슈크림패스츄리105g,빵/디저트,3.411887610529876,1.5714285714285714,1.8857142857142857,2
